,RUL-predicted,TRUE-RUL
3437,121.1975,183
3438,128.63,182
3439,154.5025,181
3440,132.0675,180
3441,153.755,179
3442,158.3275,178
3443,163.5475,177
3444,135.5875,176
3445,160.17,175
3446,133.7875,174
3447,131.4925,173
3448,143.4725,172
3449,139.8175,171
3450,145.2525,170
3451,143.2825,169
3452,145.095,168
3453,134.16,167
3454,121.88,166
3455,149.175,165
3456,136.7425,164
3457,127.8225,163
3458,140.22,162
3459,122.7925,161
3460,116.02,160
3461,117.9225,159
3462,140.36,158
3463,151.2525,157
3464,129.925,156
3465,134.8875,155
3466,141.6475,154
3467,120.5825,153
3468,148.3225,152
3469,122.895,151
3470,145.6425,150
3471,133.3475,149
3472,111.22,148
3473,151.575,147
3474,116.845,146
3475,130.465,145
3476,121.1275,144
3477,125.44,143
3478,99.5325,142
3479,116.675,141
3480,105.6475,140
3481,114.1075,139
3482,102.08,138
3483,130.8625,137
3484,111.4275,136
3485,109.335,135
3486,128.1725,134
3487,114.425,133
3488,132.2275,132
3489,104.29,131
3490,100.9125,130
3491,107.6875,129
3492,105.78,128
3493,141.68,127
3494,101.185,126
3495,95.8375,125
3496,105.33,124
3497,121.8725,123
3498,101.085,122
3499,105.44,121
3500,130.11,120
3501,109.655,119
3502,113.0075,118
3503,113.62,117
3504,99.64,116
3505,98.5225,115
3506,102.83,114
3507,94.87,113
3508,106.3775,112
3509,131.1675,111
3510,107.0275,110
3511,90.58,109
3512,129.3225,108
3513,100.0325,107
3514,91.7175,106
3515,109.5625,105
3516,122.785,104
3517,126.9425,103
3518,111.2525,102
3519,94.065,101
3520,94.0775,100
3521,85.055,99
3522,107.45,98
3523,100.29,97
3524,113.795,96
3525,92.5875,95
3526,116.0625,94
3527,97.4,93
3528,113.2,92
3529,103.285,91
3530,101.9725,90
3531,194.0425,257
3532,188.6125,256
3533,187.1625,255
3534,201.635,254
3535,183.0325,253
3536,193.4775,252
3537,181.1,251
3538,177.8625,250
3539,189.3575,249
3540,186.7,248
3541,182.6325,247
3542,187.0225,246
3543,185.1375,245
3544,199.6075,244
3545,184.045,243
3546,182.625,242
3547,184.005,241
3548,171.0075,240
3549,181.55,239
3550,179.8875,238
3551,176.93,237
3552,177.7975,236
3553,177.4475,235
3554,170.735,234
3555,174.7225,233
3556,169.4925,232
3557,177.63,231
3558,174.62,230
3559,166.3725,229
3560,170.06,228
3561,171.7925,227
3562,171.2075,226
3563,169.145,225
3564,160.065,224
3565,175.655,223
3566,161.285,222
3567,155.5675,221
3568,165.1,220
3569,159.275,219
3570,151.7075,218
3571,161.22,217
3572,159.1225,216
3573,159.975,215
3574,153.8625,214
3575,146.72,213
3576,146.99,212
3577,154.7075,211
3578,152.6875,210
3579,141.85,209
3580,154.4175,208
3581,146.6625,207
3582,139.6075,206
3583,146.6775,205
3584,151.5175,204
3585,147.63,203
3586,148.3225,202
3587,149.35,201
3588,136.715,200
3589,160.135,199
3590,136.84,198
3591,125.2575,197
3592,142.42,196
3593,135.345,195
3594,146.315,194
3595,135.7025,193
3596,132.6525,192
3597,128.8675,191
3598,141.0925,190
3599,131.835,189
3600,137.2475,188
3601,128.8125,187
3602,127.8275,186
3603,125.3875,185
3604,124.2925,184
3605,126.9725,183
3606,121.4275,182
3607,135.325,181
3608,124.635,180
3609,127.96,179
3610,118.0425,178
3611,114.74,177
3612,114.5075,176
3613,130.6475,175
3614,116.5025,174
3615,117.24,173
3616,117.97,172
3617,130.0825,171
3618,121.005,170
3619,117.385,169
3620,111.14,168
3621,109.885,167
3622,111.0775,166
3623,107.5925,165
3624,110.8375,164
3625,111.36,163
3626,113.6175,162
3627,107.36,161
3628,103.5275,160
3629,102.02,159
3630,97.1125,158
3631,86.145,157
3632,98.55,156
3633,114.615,155
3634,100.705,154
3635,100.245,153
3636,88.615,152
3637,95.0225,151
3638,90.745,150
3639,106.4825,149
3640,96.1,148
3641,86.5325,147
3642,79.6875,146
3643,91.3875,145
3644,95.2125,144
3645,97.4975,143
3646,94.3225,142
3647,67.5275,141
3648,108.08,140
3649,86.62,139
3650,73.99,138
3651,77.7775,137
3652,89.9,136
3653,82.5775,135
3654,83.93,134
3655,82.1725,133
3656,74.5175,132
3657,82.745,131
3658,72.8975,130
3659,90.7,129
3660,90.2,128
3661,66.81,127
3662,85.6425,126
3663,88.885,125
3664,72.1125,124
3665,87.4975,123
3666,84.5825,122
3667,84.9025,121
3668,58.18,120
3669,84.9225,119
3670,78.29,118
3671,77.52,117
3672,76.54,116
3673,71.8825,115
3674,216.8475,203
3675,199.7625,202
3676,195.1275,201
3677,200.155,200
3678,204.8225,199
3679,207.205,198
3680,195.645,197
3681,197.2,196
3682,194.8175,195
3683,196.9275,194
3684,200.3275,193
3685,194.815,192
3686,192.5475,191
3687,188.615,190
3688,196.0675,189
3689,197.1025,188
3690,189.0425,187
3691,194.12,186
3692,183.1325,185
3693,178.865,184
3694,186.4525,183
3695,186.515,182
3696,190.795,181
3697,183.145,180
3698,189.4175,179
3699,187.185,178
3700,179.61,177
3701,170.1325,176
3702,168.2475,175
3703,178.8175,174
3704,175.545,173
3705,177.0625,172
3706,158.22,171
3707,166.4,170
3708,161.7225,169
3709,188.1825,168
3710,176.245,167
3711,167.965,166
3712,168.6725,165
3713,157.225,164
3714,161.4,163
3715,156.575,162
3716,158.9,161
3717,147.0075,160
3718,154.6625,159
3719,161.455,158
3720,159.7825,157
3721,153.545,156
3722,149.7925,155
3723,161.27,154
3724,158.75,153
3725,151.4425,152
3726,155.25,151
3727,143.875,150
3728,150.015,149
3729,151.245,148
3730,151.4325,147
3731,131.71,146
3732,148.5075,145
3733,150.28,144
3734,137.45,143
3735,145.695,142
3736,146.695,141
3737,131.62,140
3738,124.15,139
3739,148.275,138
3740,145.1125,137
3741,130.9125,136
3742,131.295,135
3743,116.1875,134
3744,142.565,133
3745,120.2625,132
3746,118.495,131
3747,123.0725,130
3748,139.2275,129
3749,128.515,128
3750,122.375,127
3751,133.055,126
3752,124.1975,125
3753,130.9525,124
3754,118.4825,123
3755,150.4,122
3756,111.5925,121
3757,135.0825,120
3758,139.7625,119
3759,125.135,118
3760,106.355,117
3761,119.4825,116
3762,104.0575,115
3763,113.835,114
3764,88.2225,113
3765,99.825,112
3766,97.57,111
3767,103.995,110
3768,125.9275,109
3769,117.125,108
3770,109.345,107
3771,116.1,106
3772,109.1325,105
3773,118.3125,104
3774,104.8075,103
3775,91.2425,102
3776,90.9425,101
3777,95.485,100
3778,139.6325,99
3779,100.0125,98
3780,95.0925,97
3781,97.38,96
3782,114.14,95
3783,121.3225,94
3784,115.1775,93
3785,91.4275,92
3786,100.3925,91
3787,108.8675,90
3788,107.6075,89
3789,109.91,88
3790,94.1875,87
3791,76.3775,86
3792,91.1175,85
3793,90.7925,84
3794,73.35,83
3795,87.7175,82
3796,87.895,81
3797,96.6275,80
3798,92.0475,79
3799,82.2525,78
3800,98.7925,77
3801,77.755,76
3802,93.4825,75
3803,84.385,74
3804,87.82,73
3805,77.4775,72
3806,101.45,71
3807,98.035,70
3808,76.4225,69
3809,71.3925,68
3810,81.905,67
3811,81.1925,66
3812,72.2525,65
3813,77.83,64
3814,80.3875,63
3815,77.87,62
3816,77.715,61
3817,70.6025,60
3818,58.71,59
3819,70.3475,58
3820,77.54,57
3821,53.2075,56
3822,66.185,55
3823,63.94,54
3824,63.7825,53
3825,60.1075,52
3826,56.89,51
3827,53.425,50
3828,62.43,49
3829,61.205,48
3830,54.355,47
3831,77.405,46
3832,49.885,45
3833,54.1575,44
3834,41.65,43
3835,46.84,42
3836,48.8575,41
3837,56.635,40
3838,55.7125,39
3839,60.77,38
3840,42.8875,37
3841,46.8175,36
3842,39.205,35
3843,53.2025,34
3844,45.5275,33
3845,52.97,32
3846,42.7725,31
3847,36.71,30
3848,47.7775,29
3849,26.41,28
3850,41.5775,27
3851,29.695,26
3852,16.195,25
3853,25.755,24
3854,25.5775,23
3855,22.74,22
3856,31.1425,21
3857,28.19,20
3858,18.2675,19
3859,17.605,18
3860,18.965,17
3861,23.37,16
3862,26.9225,15
3863,16.1125,14
3864,23.5925,13
3865,8.7825,12
3866,9.375,11
3867,13.6,10
3868,16.7725,9
3869,21.9125,8
3870,191.82,192
3871,210.2125,191
3872,233.9,190
3873,209.1875,189
3874,193.9425,188
3875,203.1375,187
3876,236.3275,186
3877,214.66,185
3878,207.925,184
3879,206.235,183
3880,218.51,182
3881,206.5575,181
3882,216.9475,180
3883,195.195,179
3884,197.12,178
3885,192.3775,177
3886,204.0625,176
3887,214.705,175
3888,208.3975,174
3889,198.18,173
3890,206.825,172
3891,190.67,171
3892,193.3075,170
3893,198.385,169
3894,192.675,168
3895,187.8025,167
3896,187.3925,166
3897,180.0275,165
3898,187.315,164
3899,193.4925,163
3900,185.93,162
3901,177.8725,161
3902,184.545,160
3903,173.955,159
3904,184.025,158
3905,184.595,157
3906,179.89,156
3907,184.7425,155
3908,174.9875,154
3909,180.0175,153
3910,181.7875,152
3911,174.2675,151
3912,186.9475,150
3913,182.365,149
3914,180.8025,148
3915,168.915,147
3916,171.655,146
3917,185.8475,145
3918,168.6375,144
3919,183.39,143
3920,179.32,142
3921,165.085,141
3922,171.1425,140
3923,178.505,139
3924,174.7875,138
3925,170.9475,137
3926,169.3925,136
3927,163.545,135
3928,166.4775,134
3929,185.1525,133
3930,157.5725,132
3931,160.0175,131
3932,161.635,130
3933,169.825,129
3934,163.8025,128
3935,148.865,127
3936,155.3575,126
3937,151.005,125
3938,156.33,124
3939,138.2475,123
3940,152.1125,122
3941,151.545,121
3942,155.2175,120
3943,143.24,119
3944,148.8125,118
3945,149.305,117
3946,157.27,116
3947,154.25,115
3948,166.99,114
3949,146.62,113
3950,123.235,112
3951,145.895,111
3952,133.31,110
3953,143.52,109
3954,156.5275,108
3955,138.6525,107
3956,161.68,106
3957,144.86,105
3958,129.3325,104
3959,142.865,103
3960,103.8125,102
3961,133.725,101
3962,130.5525,100
3963,136.9,99
3964,120.355,98
3965,134.245,97
3966,129.195,96
3967,113.3275,95
3968,125.35,94
3969,105.8825,93
3970,112.4225,92
3971,114.1225,91
3972,114.23,90
3973,87.14,89
3974,102.935,88
3975,88.785,87
3976,91.6625,86
3977,99.61,85
3978,81.785,84
3979,125.755,83
3980,84.8325,82
3981,96.0825,81
3982,115.13,80
3983,95.7925,79
3984,122.185,78
3985,108.3525,77
3986,87.8225,76
3987,107.3725,75
3988,73.21,74
3989,77.2475,73
3990,97.7075,72
3991,103.0675,71
3992,72.26,70
3993,76.1625,69
3994,76.9775,68
3995,84.495,67
3996,71.92,66
3997,74.325,65
3998,60.075,64
3999,71.71,63
4000,76.0975,62
4001,63.83,61
4002,60.345,60
4003,76.5925,59
4004,58.7525,58
4005,57.5275,57
4006,65.92,56
4007,60.39,55
4008,66.2375,54
4009,68.985,53
4010,55.67,52
4011,52.87,51
4012,51.765,50
4013,53.48,49
4014,45.51,48
4015,208.91,155
4016,189.6275,154
4017,178.625,153
4018,177.4175,152
4019,193.725,151
4020,190.275,150
4021,188.1575,149
4022,189.2725,148
4023,192.0525,147
4024,179.5975,146
4025,190.7425,145
4026,185.73,144
4027,181.7675,143
4028,176.485,142
4029,182.4725,141
4030,189.555,140
4031,187.745,139
4032,176.18,138
4033,176.395,137
4034,171.6175,136
4035,178.8475,135
4036,160.4725,134
4037,170.84,133
4038,174.2325,132
4039,166.0975,131
4040,175.71,130
4041,177.0075,129
4042,170.6425,128
4043,165.59,127
4044,161.63,126
4045,174.295,125
4046,163.0,124
4047,159.8375,123
4048,166.185,122
4049,185.055,121
4050,154.125,120
4051,153.5125,119
4052,153.2775,118
4053,156.06,117
4054,152.09,116
4055,148.2225,115
4056,138.3175,114
4057,145.755,113
4058,149.33,112
4059,141.545,111
4060,145.385,110
4061,141.44,109
4062,149.09,108
4063,143.425,107
4064,142.1575,106
4065,206.42,209
4066,215.2425,208
4067,216.5575,207
4068,212.485,206
4069,212.5075,205
4070,210.725,204
4071,206.84,203
4072,205.905,202
4073,217.515,201
4074,199.97,200
4075,197.365,199
4076,216.8725,198
4077,210.4125,197
4078,209.105,196
4079,196.265,195
4080,213.18,194
4081,199.3025,193
4082,200.6675,192
4083,202.5,191
4084,193.5275,190
4085,204.155,189
4086,199.69,188
4087,188.025,187
4088,188.325,186
4089,195.48,185
4090,188.9675,184
4091,191.5375,183
4092,195.15,182
4093,194.5825,181
4094,181.4825,180
4095,185.3125,179
4096,181.6575,178
4097,191.7775,177
4098,184.6025,176
4099,190.805,175
4100,172.485,174
4101,182.5725,173
4102,181.815,172
4103,172.505,171
4104,175.64,170
4105,177.0275,169
4106,161.84,168
4107,171.6575,167
4108,180.9425,166
4109,174.385,165
4110,172.175,164
4111,165.16,163
4112,178.5825,162
4113,168.115,161
4114,155.6025,160
4115,174.765,159
4116,170.42,158
4117,158.6175,157
4118,169.425,156
4119,163.015,155
4120,164.3775,154
4121,161.6475,153
4122,173.3425,152
4123,156.1675,151
4124,148.87,150
4125,167.3875,149
4126,158.4575,148
4127,176.5875,147
4128,157.1025,146
4129,176.8725,145
4130,160.1925,144
4131,161.1975,143
4132,157.63,142
4133,142.4,141
4134,154.885,140
4135,152.055,139
4136,158.7675,138
4137,147.4225,137
4138,156.5175,136
4139,153.985,135
4140,129.475,134
4141,152.1425,133
4142,143.4525,132
4143,148.805,131
4144,151.0325,130
4145,146.445,129
4146,159.6875,128
4147,152.085,127
4148,153.8375,126
4149,155.9275,125
4150,146.6475,124
4151,142.195,123
4152,138.985,122
4153,150.3375,121
4154,142.925,120
4155,133.89,119
4156,142.2525,118
4157,149.7225,117
4158,133.76,116
4159,130.8675,115
4160,121.3375,114
4161,141.5225,113
4162,123.6525,112
4163,148.64,111
4164,134.11,110
4165,110.2425,109
4166,131.83,108
4167,132.33,107
4168,135.4575,106
4169,123.8175,105
4170,128.0025,104
4171,117.62,103
4172,115.5775,102
4173,128.0925,101
4174,127.8775,100
4175,111.6425,99
4176,117.8625,98
4177,103.97,97
4178,110.72,96
4179,128.855,95
4180,125.02,94
4181,136.4875,93
4182,113.6,92
4183,121.635,91
4184,117.9525,90
4185,123.675,89
4186,98.05,88
4187,121.395,87
4188,125.5375,86
4189,108.8025,85
4190,133.235,84
4191,139.9875,83
4192,120.9525,82
4193,109.95,81
4194,121.3825,80
4195,120.98,79
4196,129.7625,78
4197,128.5,77
4198,115.365,76
4199,110.76,75
4200,104.4825,74
4201,107.1275,73
4202,103.305,72
4203,113.885,71
4204,110.3825,70
4205,112.105,69
4206,129.28,68
4207,118.7775,67
4208,113.525,66
4209,109.7,65
4210,125.2825,64
4211,109.225,63
4212,111.885,62
4213,97.1775,61
4214,80.4075,60
4215,95.305,59
4216,103.9925,58
4217,106.975,57
4218,90.945,56
4219,95.9175,55
4220,104.525,54
4221,93.4925,53
4222,100.305,52
4223,93.32,51
4224,90.3075,50
4225,97.715,49
4226,83.71,48
4227,95.395,47
4228,97.7075,46
4229,76.705,45
4230,79.6475,44
4231,78.775,43
4232,74.4125,42
4233,65.1575,41
4234,66.9675,40
4235,51.8975,39
4236,57.2125,38
4237,86.1425,37
4238,82.6025,36
4239,62.2725,35
4240,62.5375,34
4241,47.67,33
4242,66.68,32
4243,64.1225,31
4244,78.085,30
4245,49.2475,29
4246,61.5275,28
4247,40.8225,27
4248,32.43,26
4249,42.2425,25
4250,41.1325,24
4251,29.6475,23
4252,24.2925,22
4253,30.595,21
4254,35.7725,20
4255,23.6975,19
4256,30.27,18
4257,29.51,17
4258,27.63,16
4259,22.5225,15
4260,23.335,14
4261,20.62,13
4262,18.87,12
4263,13.59,11
4264,9.5525,10
4265,7.2125,9
4266,10.2825,8
4267,6.1425,7
4268,194.2475,208
4269,209.6825,207
4270,185.9325,206
4271,188.895,205
4272,187.0725,204
4273,181.365,203
4274,190.1575,202
4275,195.5575,201
4276,190.475,200
4277,185.0,199
4278,189.335,198
4279,186.755,197
4280,187.3825,196
4281,186.9725,195
4282,179.245,194
4283,174.05,193
4284,192.9225,192
4285,182.4075,191
4286,176.5325,190
4287,184.7225,189
4288,179.95,188
4289,174.82,187
4290,168.9825,186
4291,170.59,185
4292,179.9325,184
4293,182.27,183
4294,171.1525,182
4295,179.345,181
4296,166.0625,180
4297,165.5075,179
4298,170.1825,178
4299,162.97,177
4300,164.3875,176
4301,162.0925,175
4302,175.2075,174
4303,148.8675,173
4304,158.4425,172
4305,153.7625,171
4306,150.045,170
4307,159.36,169
4308,155.29,168
4309,161.7525,167
4310,154.085,166
4311,145.135,165
4312,147.875,164
4313,144.28,163
4314,156.8725,162
4315,142.525,161
4316,142.96,160
4317,135.2275,159
4318,144.525,158
4319,141.42,157
4320,140.33,156
4321,147.7,155
4322,148.0525,154
4323,135.74,153
4324,148.21,152
4325,134.225,151
4326,140.7175,150
4327,125.8375,149
4328,133.5825,148
4329,131.1925,147
4330,139.8775,146
4331,130.675,145
4332,160.6975,144
4333,133.015,143
4334,129.8625,142
4335,129.9075,141
4336,123.095,140
4337,117.1675,139
4338,124.4675,138
4339,125.275,137
4340,128.22,136
4341,135.0425,135
4342,136.09,134
4343,124.855,133
4344,122.165,132
4345,112.2875,131
4346,110.445,130
4347,123.2225,129
4348,107.3425,128
4349,114.5475,127
4350,119.435,126
4351,115.9075,125
4352,104.3,124
4353,112.3375,123
4354,114.59,122
4355,116.25,121
4356,106.545,120
4357,110.2025,119
4358,106.53,118
4359,101.935,117
4360,99.6425,116
4361,114.01,115
4362,94.7925,114
4363,104.7075,113
4364,92.5125,112
4365,96.7825,111
4366,92.495,110
4367,74.925,109
4368,84.8875,108
4369,82.5625,107
4370,94.03,106
4371,84.7,105
4372,92.32,104
4373,107.025,103
4374,77.695,102
4375,109.1775,101
4376,102.625,100
4377,91.95,99
4378,87.475,98
4379,83.8725,97
4380,82.825,96
4381,78.9025,95
4382,85.955,94
4383,75.2725,93
4384,89.1025,92
4385,73.9275,91
4386,80.5675,90
4387,85.855,89
4388,77.8925,88
4389,78.025,87
4390,67.0975,86
4391,80.0,85
4392,86.9475,84
4393,90.735,83
4394,77.4625,82
4395,65.205,81
4396,68.675,80
4397,73.03,79
4398,84.8575,78
4399,46.66,77
4400,50.585,76
4401,75.995,75
4402,55.495,74
4403,56.8375,73
4404,71.6975,72
4405,75.1475,71
4406,81.2775,70
4407,62.9475,69
4408,79.225,68
4409,63.685,67
4410,59.57,66
4411,60.735,65
4412,62.8375,64
4413,60.1225,63
4414,42.65,62
4415,39.085,61
4416,65.81,60
4417,67.2,59
4418,44.6525,58
4419,49.4875,57
4420,51.0225,56
4421,47.22,55
4422,69.9225,54
4423,56.3675,53
4424,37.435,52
4425,49.88,51
4426,45.895,50
4427,36.8225,49
4428,43.7375,48
4429,53.7475,47
4430,40.9075,46
4431,55.64,45
4432,40.945,44
4433,49.9925,43
4434,34.9225,42
4435,21.435,41
4436,30.4825,40
4437,39.9675,39
4438,41.215,38
4439,31.55,37
4440,35.13,36
4441,39.605,35
4442,31.54,34
4443,17.59,33
4444,17.66,32
4445,46.4175,31
4446,24.785,30
4447,20.5,29
4448,25.3225,28
4449,25.495,27
4450,21.98,26
4451,18.8,25
4452,24.365,24
4453,20.95,23
4454,13.8975,22
4455,15.345,21
4456,22.4225,20
4457,26.0475,19
4458,20.7125,18
4459,15.345,17
4460,18.1025,16
4461,17.8575,15
4462,10.745,14
4463,17.79,13
4464,8.5875,12
4465,8.8375,11
4466,199.465,144
4467,200.0325,143
4468,186.26,142
4469,183.8725,141
4470,188.165,140
4471,196.295,139
4472,187.2225,138
4473,180.725,137
4474,180.1175,136
4475,190.1975,135
4476,188.98,134
4477,185.905,133
4478,180.2925,132
4479,184.5575,131
4480,171.325,130
4481,185.705,129
4482,187.6425,128
4483,173.755,127
4484,177.6675,126
4485,177.68,125
4486,185.325,124
4487,181.6275,123
4488,172.52,122
4489,172.185,121
4490,169.0025,120
4491,169.725,119
4492,171.8675,118
4493,169.9925,117
4494,172.4675,116
4495,167.3875,115
4496,162.71,114
4497,161.77,113
4498,160.92,112
4499,169.625,111
4500,160.31,110
4501,155.19,109
4502,150.465,108
4503,147.8025,107
4504,149.2825,106
4505,141.9475,105
4506,142.96,104
4507,142.8525,103
4508,143.5475,102
4509,147.01,101
4510,149.4575,100
4511,156.7,99
4512,150.535,98
4513,125.86,97
4514,128.365,96
4515,148.1975,95
4516,137.2175,94
4517,141.4325,93
4518,135.57,92
4519,166.3125,91
4520,124.8975,90
4521,136.0,89
4522,127.035,88
4523,122.975,87
4524,137.2275,86
4525,122.6875,85
4526,130.9075,84
4527,128.745,83
4528,120.9175,82
4529,127.4125,81
4530,136.9775,80
4531,120.865,79
4532,123.77,78
4533,123.81,77
4534,110.3525,76
4535,129.8725,75
4536,111.7275,74
4537,108.92,73
4538,105.64,72
4539,108.9675,71
4540,114.0375,70
4541,108.8225,69
4542,114.7975,68
4543,94.4925,67
4544,110.78,66
4545,107.3875,65
4546,100.3225,64
4547,100.8525,63
4548,103.8425,62
4549,99.1625,61
4550,71.4175,60
4551,106.1475,59
4552,88.3725,58
4553,103.31,57
4554,64.3925,56
4555,86.64,55
4556,80.305,54
4557,80.6325,53
4558,82.555,52
4559,59.745,51
4560,79.0225,50
4561,60.975,49
4562,80.6325,48
4563,67.9425,47
4564,83.23,46
4565,48.8025,45
4566,64.9725,44
4567,58.195,43
4568,42.7825,42
4569,60.025,41
4570,59.8,40
4571,58.76,39
4572,37.8425,38
4573,32.8175,37
4574,42.4725,36
4575,35.865,35
4576,59.475,34
4577,48.2,33
4578,33.7475,32
4579,18.3775,31
4580,30.04,30
4581,42.17,29
4582,25.0125,28
4583,30.6025,27
4584,37.555,26
4585,45.135,25
4586,24.2425,24
4587,18.17,23
4588,30.3325,22
4589,21.55,21
4590,18.7725,20
4591,23.705,19
4592,217.315,141
4593,222.21,140
4594,221.2875,139
4595,214.0425,138
4596,207.2525,137
4597,233.7075,136
4598,215.45,135
4599,214.235,134
4600,204.7425,133
4601,202.67,132
4602,203.095,131
4603,213.7825,130
4604,214.555,129
4605,200.1125,128
4606,214.0925,127
4607,217.9925,126
4608,217.5325,125
4609,201.3975,124
4610,221.2175,123
4611,195.6725,122
4612,215.14,121
4613,212.37,120
4614,183.505,119
4615,206.44,118
4616,200.02,117
4617,191.805,116
4618,193.5775,115
4619,198.955,114
4620,192.085,113
4621,184.32,112
4622,194.32,111
4623,187.8825,110
4624,196.7975,109
4625,189.71,108
4626,181.45,107
4627,195.555,106
4628,207.5875,105
4629,175.4825,104
4630,199.36,103
4631,210.5275,102
4632,195.825,101
4633,174.11,100
4634,168.1025,99
4635,179.665,98
4636,171.2375,97
4637,161.125,96
4638,173.2875,95
4639,156.205,94
4640,178.57,93
4641,174.3375,92
4642,170.9925,91
4643,179.375,90
4644,157.915,89
4645,155.2525,88
4646,167.355,87
4647,172.4375,86
4648,163.2725,85
4649,169.67,84
4650,170.22,83
4651,137.145,82
4652,145.585,81
4653,164.6275,80
4654,154.215,79
4655,156.4125,78
4656,147.045,77
4657,164.5675,76
4658,154.905,75
4659,173.3725,74
4660,128.44,73
4661,141.5725,72
4662,155.625,71
4663,140.59,70
4664,149.7925,69
4665,185.2575,68
4666,168.695,67
4667,167.2425,66
4668,157.2225,65
4669,128.005,64
4670,162.6375,63
4671,125.6525,62
4672,137.205,61
4673,129.335,60
4674,146.77,59
4675,128.25,58
4676,129.2875,57
4677,139.735,56
4678,126.445,55
4679,121.14,54
4680,111.7875,53
4681,118.69,52
4682,111.895,51
4683,105.1625,50
4684,105.88,49
4685,123.2,48
4686,116.305,47
4687,104.1,46
4688,108.195,45
4689,110.135,44
4690,110.16,43
4691,96.725,42
4692,113.1125,41
4693,102.285,40
4694,113.4725,39
4695,85.6225,38
4696,93.67,37
4697,102.8225,36
4698,98.9475,35
4699,77.725,34
4700,88.3275,33
4701,91.7525,32
4702,78.005,31
4703,85.38,30
4704,77.7975,29
4705,79.685,28
4706,64.9,27
4707,76.6875,26
4708,56.7425,25
4709,59.985,24
4710,68.2425,23
4711,80.29,22
4712,50.465,21
4713,188.26,174
4714,202.015,173
4715,183.81,172
4716,188.8475,171
4717,188.48,170
4718,208.2275,169
4719,187.605,168
4720,184.56,167
4721,183.45,166
4722,193.57,165
4723,182.1025,164
4724,183.6425,163
4725,185.7525,162
4726,179.375,161
4727,178.9525,160
4728,189.8425,159
4729,185.7,158
4730,186.64,157
4731,169.6875,156
4732,176.5825,155
4733,172.7275,154
4734,175.2475,153
4735,163.3625,152
4736,170.62,151
4737,176.9625,150
4738,180.2,149
4739,168.2075,148
4740,166.67,147
4741,172.5575,146
4742,168.93,145
4743,165.125,144
4744,155.5075,143
4745,156.66,142
4746,158.8,141
4747,165.1075,140
4748,159.75,139
4749,157.8325,138
4750,159.685,137
4751,145.2825,136
4752,152.885,135
4753,148.715,134
4754,147.5225,133
4755,135.5425,132
4756,151.82,131
4757,147.9425,130
4758,146.03,129
4759,149.1225,128
4760,145.46,127
4761,142.5725,126
4762,145.2775,125
4763,148.21,124
4764,147.22,123
4765,149.59,122
4766,134.3875,121
4767,129.1175,120
4768,131.76,119
4769,136.1125,118
4770,131.485,117
4771,125.2325,116
4772,139.095,115
4773,133.08,114
4774,140.85,113
4775,122.175,112
4776,122.785,111
4777,125.85,110
4778,106.1575,109
4779,125.26,108
4780,122.6725,107
4781,120.3225,106
4782,116.1575,105
4783,111.955,104
4784,124.625,103
4785,119.935,102
4786,125.6025,101
4787,112.55,100
4788,114.6075,99
4789,120.7975,98
4790,111.42,97
4791,108.5525,96
4792,107.08,95
4793,105.11,94
4794,104.805,93
4795,120.41,92
4796,107.895,91
4797,106.7,90
4798,107.3975,89
4799,101.55,88
4800,109.865,87
4801,112.9125,86
4802,84.0175,85
4803,96.8425,84
4804,79.055,83
4805,99.7625,82
4806,94.7,81
4807,86.71,80
4808,97.62,79
4809,83.7825,78
4810,82.37,77
4811,80.795,76
4812,79.69,75
4813,69.51,74
4814,87.13,73
4815,65.0125,72
4816,76.5375,71
4817,74.9175,70
4818,65.66,69
4819,87.12,68
4820,67.2575,67
4821,75.35,66
4822,75.3975,65
4823,58.58,64
4824,62.7325,63
4825,61.8875,62
4826,63.85,61
4827,64.8525,60
4828,58.2075,59
4829,67.49,58
4830,72.015,57
4831,52.6625,56
4832,61.9925,55
4833,47.5075,54
4834,67.6075,53
4835,39.8025,52
4836,45.345,51
4837,51.3,50
4838,216.425,178
4839,216.21,177
4840,200.0575,176
4841,190.615,175
4842,193.5325,174
4843,202.1325,173
4844,211.0725,172
4845,204.5825,171
4846,206.3175,170
4847,193.1325,169
4848,189.8275,168
4849,208.1775,167
4850,202.8425,166
4851,191.425,165
4852,192.91,164
4853,221.925,163
4854,203.9325,162
4855,199.59,161
4856,187.225,160
4857,201.9025,159
4858,210.715,158
4859,206.135,157
4860,186.8,156
4861,187.885,155
4862,186.005,154
4863,178.8925,153
4864,189.8075,152
4865,189.87,151
4866,184.72,150
4867,176.68,149
4868,182.385,148
4869,169.2125,147
4870,179.9875,146
4871,186.36,145
4872,180.5525,144
4873,190.495,143
4874,160.71,142
4875,187.4775,160
4876,199.8775,159
4877,195.025,158
4878,206.2475,157
4879,197.3475,156
4880,188.5175,155
4881,187.8575,154
4882,183.3775,153
4883,193.725,152
4884,184.99,151
4885,186.615,150
4886,181.3375,149
4887,173.155,148
4888,177.4325,147
4889,184.8675,146
4890,172.8875,145
4891,172.8025,144
4892,180.6125,143
4893,182.0275,142
4894,187.355,141
4895,174.62,140
4896,170.265,139
4897,167.285,138
4898,179.435,137
4899,176.3675,136
4900,190.8075,135
4901,171.7075,134
4902,171.41,133
4903,157.005,132
4904,174.4325,131
4905,162.7425,130
4906,169.835,129
4907,151.97,128
4908,155.2825,127
4909,174.46,126
